Loading Krux control tag.
Page Loaded. Starting Tests
HERP DERP
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_2.H25.2|Check that the title element describes the document.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
WARNING|WCAG2A.Principle1.Guideline1_3.1_3_1_A.G141|The heading structure is not logically nested. This h5 element should be an h4 to be properly nested.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81|Check that the link text combined with programmatically determined link context identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81|Check that the link text combined with programmatically determined link context identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81|Check that the link text combined with programmatically determined link context identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81|Check that the link text combined with programmatically determined link context identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81|Check that the link text combined with programmatically determined link context identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81|Check that the link text combined with programmatically determined link context identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81|Check that the link text combined with programmatically determined link context identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81|Check that the link text combined with programmatically determined link context identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81,H33|Check that the link text combined with programmatically determined link context, or its title attribute, identifies the purpose of the link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81|Check that the link text combined with programmatically determined link context identifies the purpose of the link.
WARNING|WCAG2A.Principle1.Guideline1_1.1_1_1.H67.2|Img element is marked so that it is ignored by Assistive Technology.
NOTICE|WCAG2A.Principle1.Guideline1_1.1_1_1.G73,G74|If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81|Check that the link text combined with programmatically determined link context identifies the purpose of the link.
NOTICE|WCAG2A.Principle1.Guideline1_1.1_1_1.G94.Image|Ensure that the img element's alt text serves the same purpose and presents the same information as the image.
NOTICE|WCAG2A.Principle1.Guideline1_1.1_1_1.G73,G74|If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.
NOTICE|WCAG2A.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81|Check that the link text combined with programmatically determined link context identifies the purpose of the link.
NOTICE|WCAG2A.Principle1.Guideline1_1.1_1_1.G94.Image|Ensure that the img element's alt text serves the same purpose and presents the same information as the image.
NOTICE|WCAG2A.Principle1.Guideline1_1.1_1_1.G73,G74|If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.
ERROR|WCAG2A.Principle1.Guideline1_1.1_1_1.H37|Img element missing an alt attribute. Use the alt attribute to specify a short text alternative.
NOTICE|WCAG2A.Principle1.Guideline1_1.1_1_1.G73,G74|If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.
ERROR|WCAG2A.Principle2.Guideline2_4.2_4_1.H64.1|Iframe element requires a non-empty title attribute that identifies the frame.
Page Loaded. Starting Tests
Page Loaded. Starting Tests
HERP DERP
ERROR|WCAG2A.Principle2.Guideline2_4.2_4_2.H25.1.NoTitleEl|A title should be provided for the document, using a non-empty title element in the head section.
ERROR|WCAG2A.Principle3.Guideline3_1.3_1_1.H57.2|The html element should have a lang or xml:lang attribute which describes the language of the document.
Page Loaded. Starting Tests
ERROR|WCAG2A.Principle2.Guideline2_4.2_4_2.H25.1.NoTitleEl|A title should be provided for the document, using a non-empty title element in the head section.
ERROR|WCAG2A.Principle3.Guideline3_1.3_1_1.H57.2|The html element should have a lang or xml:lang attribute which describes the language of the document.
Page Loaded. Starting Tests
ERROR|WCAG2A.Principle2.Guideline2_4.2_4_2.H25.1.NoTitleEl|A title should be provided for the document, using a non-empty title element in the head section.
ERROR|WCAG2A.Principle3.Guideline3_1.3_1_1.H57.2|The html element should have a lang or xml:lang attribute which describes the language of the document.
Page Loaded. Starting Tests
ERROR|WCAG2A.Principle2.Guideline2_4.2_4_2.H25.1.NoTitleEl|A title should be provided for the document, using a non-empty title element in the head section.
ERROR|WCAG2A.Principle3.Guideline3_1.3_1_1.H57.2|The html element should have a lang or xml:lang attribute which describes the language of the document.
